"Rk,Player,Age,Team,Pos,GP,G,A,PTS,-9999"
"1,Nikita Kucherov,31,TBL,RW,78,37,84,121,kucheni01"
"2,Nathan MacKinnon,29,COL,C,79,32,84,116,mackina01"
"3,Leon Draisaitl,29,EDM,C,71,52,54,106,draisle01"
"4,David Pastrňák,28,BOS,RW,82,43,63,106,pastrda01"
"5,Mitch Marner,27,TOR,RW,81,27,75,102,marnemi01"
"6,Connor McDavid,28,EDM,C,67,26,74,100,mcdavco01"
"7,Kyle Connor,28,WPG,LW,82,41,56,97,connoky01"
"8,Jack Eichel,28,VEG,C,77,28,66,94,eicheja01"
"9,Cale Makar,26,COL,D,80,30,62,92,makarca01"
"10,Sidney Crosby,37,PIT,C,80,33,58,91,crosbsi01"
"11,Brandon Hagel,26,TBL,LW,82,35,55,90,hagelbr01"
"12,Clayton Keller,26,UTA,C,81,30,60,90,kellecl01"
"13,Artemi Panarin,33,NYR,LW,80,37,52,89,panarar01"
"14,Nick Suzuki,25,MTL,C,82,30,59,89,suzukni01"
"15,Jesper Bratt,26,NJD,W,81,21,67,88,brattje01"
"16,Mikko Rantanen,28,3TM,RW,82,32,56,88,rantami01"
"16,Mikko Rantanen,28,COL,RW,49,25,39,64,rantami01"
"16,Mikko Rantanen,28,CAR,RW,13,2,4,6,rantami01"
"16,Mikko Rantanen,28,DAL,RW,20,5,13,18,rantami01"
"17,Mark Scheifele,31,WPG,C,82,39,48,87,scheima01"
"18,William Nylander,28,TOR,C,82,45,39,84,nylanwi01"
"19,Martin Nečas,26,2TM,C,79,27,56,83,necasma01"
"19,Martin Nečas,26,CAR,C,49,16,39,55,necasma01"
"19,Martin Nečas,26,COL,C,30,11,17,28,necasma01"
"20,Matt Duchene,34,DAL,C,82,30,52,82,duchema01"
"21,Brayden Point,28,TBL,C,77,42,40,82,pointbr01"
"22,Dylan Strome,27,WSH,C,82,29,53,82,stromdy01"
"23,Zach Werenski,27,CBJ,D,81,23,59,82,werenza01"
"24,Sam Reinhart,29,FLA,C,79,39,42,81,reinhsa01"
"25,Robert Thomas,25,STL,C,70,21,60,81,thomaro01"
"26,Jake Guentzel,30,TBL,C,80,41,39,80,guentja01"
"27,Lucas Raymond,22,DET,LW,82,27,53,80,raymolu01"
"28,Jason Robertson,25,DAL,LW,82,35,45,80,roberja01"
"29,Tim Stützle,23,OTT,LW,82,24,55,79,stuetti02"
"30,Auston Matthews,27,TOR,C,67,33,45,78,matthau01"
"31,Filip Forsberg,30,NSH,C,82,31,45,76,forsbfi01"
"32,Quinn Hughes,25,VAN,D,68,16,60,76,hughequ01"
"33,Travis Konecny,27,PHI,RW,82,24,52,76,konectr01"
"34,Sebastian Aho,27,CAR,F,79,29,45,74,ahose01"
"35,Kirill Marchenko,24,CBJ,RW,79,31,43,74,marchki01"
"36,John Tavares,34,TOR,C,75,38,36,74,tavarjo01"
"37,Matt Boldy,23,MIN,LW,82,27,46,73,boldyma01"
"38,Adrian Kempe,28,LAK,LW,81,35,38,73,kempead01"
"39,Alex Ovechkin,39,WSH,LW,65,44,29,73,ovechal01"
"40,Tage Thompson,27,BUF,C,76,44,28,72,thompta01"
"41,Aleksander Barkov,29,FLA,C,67,20,51,71,barkoal01"
"42,Wyatt Johnston,21,DAL,C,82,33,38,71,johnswy01"
"43,Cole Caufield,24,MTL,RW,82,37,33,70,caufico01"
"44,Alex DeBrincat,27,DET,RW,82,39,31,70,debrial01"
"45,Jack Hughes,23,NJD,C,62,27,43,70,hugheja03"
"46,Jordan Kyrou,26,STL,C,82,36,34,70,kyroujo01"
"47,Dylan Larkin,28,DET,C,82,30,40,70,larkidy01"
"48,Rickard Rakell,31,PIT,RW,81,35,35,70,rakelri01"
"49,J.T. Miller,31,2TM,C,72,22,48,70,millejt01"
"49,J.T. Miller,31,VAN,C,40,9,26,35,millejt01"
"49,J.T. Miller,31,NYR,C,32,13,22,35,millejt01"
"50,Nico Hischier,26,NJD,C,75,35,34,69,hischni01"
"51,Drake Batherson,26,OTT,C,82,26,42,68,bathedr01"
"52,Rasmus Dahlin,24,BUF,D,73,17,51,68,dahlira01"
"53,JJ Peterka,23,BUF,RW,77,27,41,68,peterjo01"
"54,Connor Bedard,19,CHI,C,82,23,44,67,bedarco01"
"55,Evan Bouchard,25,EDM,D,82,14,53,67,bouchev01"
"56,Roope Hintz,28,DAL,LW,76,28,39,67,hintzro01"
"57,Seth Jarvis,22,CAR,C,73,32,35,67,jarvise01"
"58,Nazem Kadri,34,CGY,C,82,35,32,67,kadrina01"
"59,Anže Kopitar,37,LAK,C,81,21,46,67,kopitan01"
"60,Mark Stone,32,VEG,RW,66,19,48,67,stonema01"
"61,Alex Tuch,28,BUF,RW,82,36,31,67,tuchal01"
"62,Pierre-Luc Dubois,26,WSH,LW,82,20,46,66,duboipi01"
"63,Victor Hedman,34,TBL,D,79,15,51,66,hedmavi01"
"64,Lane Hutson,20,MTL,D,82,6,60,66,hutsola01"
"65,Aliaksei Protas,24,WSH,C,76,30,36,66,protaal01"
"66,Mikael Granlund,32,2TM,C,83,22,44,66,granlmi01"
"66,Mikael Granlund,32,SJS,C,52,15,30,45,granlmi01"
"66,Mikael Granlund,32,DAL,C,31,7,14,21,granlmi01"
"67,Logan Cooley,20,UTA,C,75,25,40,65,coolelo01"
"68,Bryan Rust,32,PIT,RW,71,31,34,65,rustbr01"
"69,Tom Wilson,30,WSH,RW,81,33,32,65,wilsoto01"
"70,Macklin Celebrini,18,SJS,F,70,25,38,63,celebma01"
"71,Nikolaj Ehlers,28,WPG,LW,69,24,39,63,ehlerni01"
"72,Dylan Holloway,23,STL,C,77,26,37,63,hollody01"
"73,Matvei Michkov,20,PHI,RW,80,26,37,63,michkma01"
"74,Nick Schmaltz,28,UTA,C,82,20,43,63,schmani01"
"75,Ryan Donato,28,CHI,C,80,31,31,62,donatry01"
"76,Jonathan Huberdeau,31,CGY,LW,81,28,34,62,huberjo01"
"77,Josh Morrissey,29,WPG,D,80,14,48,62,morrijo04"
"78,Mika Zibanejad,31,NYR,C,82,20,42,62,zibanmi01"
"79,Adam Fox,26,NYR,D,74,10,51,61,foxad01"
"80,Tomáš Hertl,31,VEG,C,73,32,29,61,hertlto01"
"81,Jared McCann,28,SEA,C,82,22,39,61,mccanja01"
"82,Gabriel Vilardi,25,WPG,C,71,27,34,61,vilarga01"
"83,Kevin Fiala,28,LAK,LW,81,35,25,60,fialake01"
"84,Dylan Guenther,21,UTA,RW,70,27,33,60,guentdy01"
"85,Marco Rossi,23,MIN,C,82,24,36,60,rossima01"
"86,Anthony Cirelli,27,TBL,C,80,27,32,59,cirelan01"
"87,Patrick Kane,36,DET,RW,72,21,38,59,kanepa01"
"88,Vincent Trocheck,31,NYR,C,82,26,33,59,trochvi01"
"89,William Eklund,22,SJS,LW,77,17,41,58,eklunwi01"
"90,Matthew Knies,22,TOR,LW,78,29,29,58,kniesma01"
"91,Teuvo Teräväinen,30,CHI,F,82,15,43,58,teravte01"
"92,Pavel Buchnevich,29,STL,LW,76,20,37,57,buchnpa01"
"93,Morgan Geekie,26,BOS,C,77,33,24,57,geekimo01"
"94,Bo Horvat,29,NYI,C,81,28,29,57,horvabo01"
"95,Kent Johnson,22,CBJ,C,68,24,33,57,johnske01"
"96,Connor McMichael,24,WSH,C,82,26,31,57,mcmicco01"
"97,Sean Monahan,30,CBJ,C,54,19,38,57,monahse01"
"98,Jake Sanderson,22,OTT,D,80,11,46,57,sandeja01"
"99,Shea Theodore,29,VEG,D,67,7,50,57,theodsh01"
"100,Matthew Tkachuk,27,FLA,LW,52,22,35,57,tkachma01"
"101,Kirill Kaprizov,27,MIN,LW,41,25,31,56,kapriki01"
"102,Jonathan Marchessault,34,NSH,C,78,21,35,56,audymjo01"
"103,Brock Nelson,33,2TM,C,80,26,30,56,nelsobr01"
"103,Brock Nelson,33,NYI,C,61,20,23,43,nelsobr01"
"103,Brock Nelson,33,COL,C,19,6,7,13,nelsobr01"
"104,Troy Terry,27,ANA,C,77,21,34,55,terrytr01"
"105,Brady Tkachuk,25,OTT,LW,72,29,26,55,tkachbr01"
"106,Quinton Byfield,22,LAK,C,81,23,31,54,byfiequ01"
"107,Adam Fantilli,20,CBJ,C,82,31,23,54,fantiad01"
"108,Anders Lee,34,NYI,LW,82,29,25,54,leean01"
"109,Tyler Toffoli,32,SJS,C,78,30,24,54,toffoty01"
"110,Mats Zuccarello,37,MIN,LW,69,19,35,54,zuccama01"
"111,Erik Karlsson,34,PIT,D,82,11,42,53,karlser01"
"112,Ryan McLeod,25,BUF,C,79,20,33,53,mcleory01"
"113,Timo Meier,28,NJD,RW,80,26,27,53,meierti01"
"114,Ryan O'Reilly,33,NSH,C,79,21,32,53,oreilry01"
"115,Mikhail Sergachev,26,UTA,D,77,15,38,53,sergami01"
"116,Steven Stamkos,34,NSH,C,82,27,26,53,stamkst01"
"117,Carter Verhaeghe,29,FLA,C,81,20,33,53,verhaca01"
"118,Jason Zucker,33,BUF,LW,73,21,32,53,zuckeja01"
"119,Pavel Dorofeyev,24,VEG,LW,82,35,17,52,dorofpa01"
"120,Mason McTavish,22,ANA,C,76,22,30,52,mctavma01"
"121,Ivan Barbashev,29,VEG,C,70,23,28,51,barbaiv01"
"122,Sam Bennett,28,FLA,C,76,25,26,51,bennesa01"
"123,John Carlson,35,WSH,D,79,5,46,51,carlsjo01"
"124,Juraj Slafkovsky,20,MTL,LW,79,18,33,51,slafkju01"
"125,Chandler Stephenson,30,SEA,C,78,13,38,51,stephch02"
"126,Brad Marchand,36,2TM,LW,71,23,28,51,marchbr03"
"126,Brad Marchand,36,BOS,LW,61,21,26,47,marchbr03"
"126,Brad Marchand,36,FLA,LW,10,2,2,4,marchbr03"
"127,Brock Boeser,27,VAN,RW,75,25,25,50,boesebr01"
"128,Conor Garland,28,VAN,RW,81,19,31,50,garlaco01"
"129,Claude Giroux,37,OTT,C,81,15,35,50,giroucl01"
"130,Thomas Harley,23,DAL,D,78,16,34,50,harleth01"
"131,Evgeni Malkin,38,PIT,C,68,16,34,50,malkiev01"
"132,Cole Perfetti,23,WPG,C,82,18,32,50,perfeco01"
"133,Brayden Schenn,33,STL,C,82,18,32,50,schenbr01"
"134,Jamie Benn,35,DAL,LW,80,16,33,49,bennja01"
"135,Ryan Nugent-Hopkins,31,EDM,C,78,20,29,49,nugenry01"
"136,Jaden Schwartz,32,SEA,C,81,26,23,49,schwaja01"
"137,Jake DeBrusk,28,VAN,LW,82,28,20,48,debruja01"
"138,Kyle Palmieri,33,NYI,RW,82,24,24,48,palmiky01"
"139,Andrei Svechnikov,24,CAR,RW,72,20,28,48,svechan01"
"140,Jakob Chychrun,26,WSH,D,74,20,27,47,chychja01"
"141,Matthew Coronato,22,CGY,RW,77,24,23,47,coronma01"
"142,Elias Lindholm,30,BOS,C,82,17,30,47,lindhel01"
"143,Mason Marchment,29,DAL,F,62,22,25,47,marchma01"
"144,Dmitri Voronkov,24,CBJ,LW,73,23,24,47,vorondi01"
"145,MacKenzie Weegar,31,CGY,D,81,8,39,47,weegama01"
"146,Pavel Zacha,27,BOS,C,82,14,33,47,zachapa01"
"147,Dylan Cozens,23,2TM,C,82,16,31,47,cozendy01"
"147,Dylan Cozens,23,BUF,C,61,11,20,31,cozendy01"
"147,Dylan Cozens,23,OTT,C,21,5,11,16,cozendy01"
"148,Tyler Bertuzzi,29,CHI,LW,82,23,23,46,bertuty01"
"149,Warren Foegele,28,LAK,LW,82,24,22,46,foegewa01"
"150,Barrett Hayton,24,UTA,C,82,20,26,46,haytoba01"
"151,Jake Neighbours,22,STL,LW,82,22,24,46,neighja01"
"152,Moritz Seider,23,DET,D,82,8,38,46,seidemo01"
"153,Pius Suter,28,VAN,F,81,25,21,46,suterpi01"
"154,Oliver Bjorkstrand,29,2TM,RW,79,21,25,46,bjorkol01"
"154,Oliver Bjorkstrand,29,SEA,RW,61,16,21,37,bjorkol01"
"154,Oliver Bjorkstrand,29,TBL,RW,18,5,4,9,bjorkol01"
"155,Leo Carlsson,20,ANA,C,76,20,25,45,carlsle01"
"156,Thomas Chabot,28,OTT,D,80,9,36,45,chaboth01"
"157,Sean Couturier,32,PHI,C,79,15,30,45,coutuse01"
"158,William Cuylle,22,NYR,LW,82,20,25,45,cuyllwi01"
"159,Shayne Gostisbehere,31,CAR,D,70,7,38,45,gostish01"
"160,Simon Holmström,23,NYI,RW,75,20,25,45,holmssi01"
"161,Alexis Lafrenière,23,NYR,LW,82,17,28,45,lafreal01"
"162,Artturi Lehkonen,29,COL,LW,69,27,18,45,lehkoar01"
"163,Anton Lundell,23,FLA,C,79,17,28,45,lundean01"
"164,Elias Pettersson,26,VAN,C,64,15,30,45,petteel01"
"165,Will Smith,19,SJS,C,74,18,27,45,smithwi01"
"166,Frank Vatrano,30,ANA,LW,81,21,24,45,vatrafr01"
"167,Cutter Gauthier,21,ANA,LW,82,20,24,44,gauthcu01"
"168,Luke Hughes,21,NJD,D,71,7,37,44,hughelu01"
"169,Zach Hyman,32,EDM,LW,73,27,17,44,hymanza01"
"170,Devon Toews,30,COL,D,76,10,34,44,toewsde01"
"171,Shane Wright,21,SEA,C,79,19,25,44,wrighsh01"
"172,Kaapo Kakko,23,2TM,RW,79,14,30,44,kakkoka01"
"172,Kaapo Kakko,23,NYR,RW,30,4,10,14,kakkoka01"
"172,Kaapo Kakko,23,SEA,RW,49,10,20,30,kakkoka01"
"173,Matty Beniers,22,SEA,C,82,20,23,43,beniema01"
"174,Phillip Danault,31,LAK,C,80,8,35,43,danauph01"
"175,Tyson Foerster,23,PHI,RW,81,25,18,43,foersty01"
"176,Jackson LaCombe,24,ANA,D,75,14,29,43,lacomja01"
"177,Owen Tippett,25,PHI,RW,77,20,23,43,tippeow01"
"178,Alex Laferriere,23,LAK,RW,77,19,23,42,laferal01"
"179,Jean-Gabriel Pageau,32,NYI,C,79,14,28,42,pageaje01"
"180,Taylor Hall,33,2TM,LW,77,18,24,42,hallta02"
"180,Taylor Hall,33,CHI,LW,46,9,15,24,hallta02"
"180,Taylor Hall,33,CAR,LW,31,9,9,18,hallta02"
"181,Bobby Brink,23,PHI,RW,79,12,29,41,brinkbo01"
"182,Brandon Montour,30,SEA,D,81,18,23,41,montobr01"
"183,Stefan Noesen,31,NJD,RW,78,22,19,41,noesest01"
"184,Nick Paul,29,TBL,LW,76,22,19,41,paulni01"
"185,Morgan Rielly,30,TOR,D,82,7,34,41,riellmo01"
"186,Ryan Strome,31,ANA,C,82,10,31,41,stromry01"
"187,Fabian Zetterlund,25,2TM,W,84,19,22,41,zettefa01"
"187,Fabian Zetterlund,25,SJS,W,64,17,19,36,zettefa01"
"187,Fabian Zetterlund,25,OTT,W,20,2,3,5,zettefa01"
"188,Evgenii Dadonov,35,DAL,RW,80,20,20,40,dadonev01"
"189,Matt Grzelcyk,31,PIT,D,82,1,39,40,grzelma01"
"190,Dougie Hamilton,31,NJD,D,64,9,31,40,hamildo01"
"191,Brett Howden,26,VEG,C,80,23,17,40,howdebr01"
"192,Trevor Moore,29,LAK,LW,71,18,22,40,mooretr01"
"193,Owen Power,22,BUF,D,79,7,33,40,powerow01"
"194,Kiefer Sherwood,29,VAN,RW,78,19,21,40,sherwki01"
"195,Cam Fowler,33,2TM,D,68,9,31,40,fowleca01"
"195,Cam Fowler,33,ANA,D,17,0,4,4,fowleca01"
"195,Cam Fowler,33,STL,D,51,9,27,36,fowleca01"
"196,Casey Mittelstadt,26,2TM,C,81,15,25,40,mitteca01"
"196,Casey Mittelstadt,26,COL,C,63,11,23,34,mitteca01"
"196,Casey Mittelstadt,26,BOS,C,18,4,2,6,mitteca01"
"197,Jake Walman,28,2TM,D,65,7,33,40,walmaja01"
"197,Jake Walman,28,SJS,D,50,6,26,32,walmaja01"
"197,Jake Walman,28,EDM,D,15,1,7,8,walmaja01"
"198,Reilly Smith,33,2TM,RW,79,13,27,40,smithre01"
"198,Reilly Smith,33,NYR,RW,58,10,19,29,smithre01"
"198,Reilly Smith,33,VEG,RW,21,3,8,11,smithre01"
"199,Blake Coleman,33,CGY,C,82,15,24,39,colembl01"
"200,Noah Dobson,25,NYI,D,71,10,29,39,dobsono01"
"201,Vince Dunn,28,SEA,D,62,11,28,39,dunnvi02"
"202,Noah Hanifin,28,VEG,D,80,10,29,39,hanifno01"
"203,Neal Pionk,29,WPG,D,69,10,29,39,pionkne01"
"204,Jack Quinn,23,BUF,RW,74,15,24,39,quinnja01"
"205,Jack Roslovic,28,CAR,C,81,22,17,39,rosloja01"
"206,Bowen Byram,23,BUF,D,82,7,31,38,byrambo01"
"207,Brendan Gallagher,32,MTL,RW,82,21,17,38,gallabr01"
"208,Roman Josi,34,NSH,D,53,9,29,38,josiro01"
"209,Vladislav Namestnikov,32,WPG,C,78,11,27,38,namesvl01"
"210,Michael Bunting,29,2TM,LW,76,19,19,38,buntimi01"
"210,Michael Bunting,29,PIT,LW,58,14,15,29,buntimi01"
"210,Michael Bunting,29,NSH,LW,18,5,4,9,buntimi01"
"211,Logan Stankoven,21,2TM,C,78,14,24,38,stanklo01"
"211,Logan Stankoven,21,DAL,C,59,9,20,29,stanklo01"
"211,Logan Stankoven,21,CAR,C,19,5,4,9,stanklo01"
"212,André Burakovsky,29,SEA,LW,79,10,27,37,burakan01"
"213,Noah Cates,25,PHI,LW,78,16,21,37,catesno01"
"214,Jonathan Drouin,29,COL,LW,43,11,26,37,drouijo01"
"215,Frédérick Gaudreau,31,MIN,C,82,18,19,37,gaudrfr01"
"216,Marco Kasper,20,DET,C,77,19,18,37,kaspema01"
"217,Alex Killorn,35,ANA,C,82,19,18,37,killoal01"
"218,Nino Niederreiter,32,WPG,RW,82,17,20,37,niedeni01"
"219,Shane Pinto,24,OTT,C,70,21,16,37,pintosh01"
"220,Darren Raddysh,28,TBL,D,73,6,31,37,raddyda01"
"221,Morgan Frost,25,2TM,C,81,14,23,37,frostmo01"
"221,Morgan Frost,25,PHI,C,49,11,14,25,frostmo01"
"221,Morgan Frost,25,CGY,C,32,3,9,12,frostmo01"
"222,Andrei Kuzmenko,28,3TM,F,66,11,26,37,kuzmean01"
"222,Andrei Kuzmenko,28,CGY,F,37,4,11,15,kuzmean01"
"222,Andrei Kuzmenko,28,PHI,F,7,2,3,5,kuzmean01"
"222,Andrei Kuzmenko,28,LAK,F,22,5,12,17,kuzmean01"
"223,Zachary Bolduc,21,STL,C,72,19,17,36,bolduza01"
"224,Jake Evans,28,MTL,C,82,13,23,36,evansja02"
"225,Jordan Martinook,32,CAR,LW,79,15,21,36,martijo01"
"226,Dawson Mercer,23,NJD,C,82,19,17,36,merceda01"
"227,Colton Parayko,31,STL,D,64,16,20,36,parayco01"
"228,Jordan Staal,36,CAR,C,75,13,23,36,staaljo01"
"229,James van Riemsdyk,35,CBJ,LW,71,16,20,36,vanrija01"
"230,Seth Jones,30,2TM,D,63,9,27,36,jonesse01"
"230,Seth Jones,30,CHI,D,42,7,20,27,jonesse01"
"230,Seth Jones,30,FLA,D,21,2,7,9,jonesse01"
"231,Nick Foligno,37,CHI,LW,78,15,20,35,foligni01"
"232,Eeli Tolvanen,25,SEA,RW,81,23,12,35,tolvaee01"
"233,Maxim Tsyplakov,26,NYI,F,77,10,25,35,tsyplma01"
"234,Alexander Wennberg,30,SJS,C,77,10,25,35,wennbal01"
"235,Joshua Norris,25,2TM,C,56,21,14,35,norrijo01"
"235,Joshua Norris,25,OTT,C,53,20,13,33,norrijo01"
"235,Joshua Norris,25,BUF,C,3,1,1,2,norrijo01"
"236,Charlie Coyle,32,2TM,C,83,17,18,35,coylech01"
"236,Charlie Coyle,32,BOS,C,64,15,7,22,coylech01"
"236,Charlie Coyle,32,COL,C,19,2,11,13,coylech01"
"237,Jackson Blake,21,CAR,RW,80,17,17,34,blakeja02"
"238,Ridly Greig,22,OTT,C,78,13,21,34,greigri01"
"239,Marcus Johansson,34,MIN,C,72,11,23,34,johanma03"
"240,Adam Lowry,31,WPG,LW,73,16,18,34,lowryad01"
"241,Bobby McMann,28,TOR,F,74,20,14,34,mcmanbo02"
"242,Ilya Mikheyev,30,CHI,F,80,20,14,34,mikheil01"
"243,Valeri Nichushkin,29,COL,RW,43,21,13,34,nichuva01"
"244,Brandt Clarke,21,LAK,D,78,5,28,33,clarkbr02"
"245,Max Domi,29,TOR,LW,74,8,25,33,domima01"
"246,Christian Dvorak,28,MTL,C,82,12,21,33,dvorach01"
"247,Aaron Ekblad,28,FLA,D,56,3,30,33,ekblaaa01"
"248,Mattias Ekholm,34,EDM,D,65,9,24,33,ekholma01"
"249,Filip Hronek,27,VAN,D,61,5,28,33,hronefi01"
"250,Jesperi Kotkaniemi,24,CAR,C,78,12,21,33,kotkaje01"
"251,Patrik Laine,26,MTL,RW,52,20,13,33,lainepa01"
"252,Mason Lohrei,24,BOS,D,77,5,28,33,lohrema01"
"253,Darnell Nurse,29,EDM,D,76,5,28,33,nurseda01"
"254,Alex Pietrangelo,35,VEG,D,71,4,29,33,pietral01"
"255,Ivan Provorov,28,CBJ,D,82,7,26,33,provoiv01"
"256,Cole Sillinger,21,CBJ,C,66,11,22,33,sillico01"
"257,Brady Skjei,30,NSH,D,82,10,23,33,skjeibr01"
"258,Vladimir Tarasenko,33,DET,RW,80,11,22,33,tarasvl01"
"259,Mikael Backlund,35,CGY,C,76,15,17,32,backlmi01"
"260,J.T. Compher,29,DET,LW,76,11,21,32,comphj.01"
"261,Luke Evangelista,22,NSH,RW,68,10,22,32,evanglu01"
"262,Justin Faulk,32,STL,D,78,4,28,32,faulkju01"
"263,Mathieu Olivier,27,CBJ,F,82,18,14,32,olivima01"
"264,Eric Robinson,29,CAR,LW,82,14,18,32,robiner01"
"265,Evan Rodrigues,31,FLA,C,82,15,17,32,rodriev01"
"266,Yegor Sharangovich,26,CGY,C,73,17,15,32,sharaye01"
"267,Jared Spurgeon,35,MIN,D,66,7,25,32,spurgja01"
"268,Trevor Zegras,23,ANA,C,57,12,20,32,zegratr01"
"269,Rasmus Andersson,28,CGY,D,81,11,20,31,anderra01"
"270,Simon Edvinsson,21,DET,D,78,7,24,31,edvinsi01"
"271,Gustav Forsling,28,FLA,D,80,11,20,31,forslgu02"
"272,Alex Iafallo,31,WPG,C,82,15,16,31,iafalal01"
"273,Mike Matheson,30,MTL,D,80,6,25,31,mathemi01"
"274,Ryan McDonagh,35,TBL,D,82,4,27,31,mcdonry01"
"275,Ryan Poehling,26,PHI,C,68,12,19,31,poehlry01"
"276,Nicolas Roy,27,VEG,C,71,15,16,31,royni01"
"277,Mackie Samoskevich,22,FLA,RW,72,15,16,31,samosma01"
"278,Scott Laughton,30,2TM,C,80,13,18,31,laughsc01"
"278,Scott Laughton,30,PHI,C,60,11,16,27,laughsc01"
"278,Scott Laughton,30,TOR,C,20,2,2,4,laughsc01"
"279,Yanni Gourde,33,2TM,C,57,7,24,31,gourdya01"
"279,Yanni Gourde,33,SEA,C,36,6,11,17,gourdya01"
"279,Yanni Gourde,33,TBL,C,21,1,13,14,gourdya01"
"280,Connor Brown,31,EDM,RW,82,13,17,30,brownco02"
"281,Vladislav Gavrikov,29,LAK,D,82,5,25,30,gavrivl01"
"282,Keegan Kolesar,27,VEG,RW,82,12,18,30,koleske01"
"283,Chris Kreider,33,NYR,LW,68,22,8,30,kreidch01"
"284,Kris Letang,37,PIT,D,74,9,21,30,letankr01"
"285,Corey Perry,39,EDM,RW,81,19,11,30,perryco01"
"286,Rasmus Sandin,24,WSH,D,82,4,26,30,sandira01"
"287,Travis Sanheim,28,PHI,D,82,8,22,30,sanhetr01"
"288,Alex Vlasic,23,CHI,D,82,4,26,30,vlasial01"
"289,Brandon Saad,32,2TM,LW,72,13,17,30,saadbr01"
"289,Brandon Saad,32,STL,LW,43,7,9,16,saadbr01"
"289,Brandon Saad,32,VEG,LW,29,6,8,14,saadbr01"
"290,Joel Armia,31,MTL,RW,81,11,18,29,armiajo01"
"291,Philip Broberg,23,STL,D,68,8,21,29,brobeph01"
"292,Brent Burns,39,CAR,D,82,6,23,29,burnsbr01"
"293,Ross Colton,28,COL,C,61,16,13,29,coltoro01"
"294,Oliver Ekman-Larsson,33,TOR,D,77,4,25,29,ekmanol01"
"295,Joel Eriksson Ek,28,MIN,C,46,14,15,29,eriksjo02"
"296,Brock Faber,22,MIN,D,78,10,19,29,faberbr01"
"297,Marcus Foligno,33,MIN,LW,77,14,15,29,foligma01"
"298,William Karlsson,32,VEG,C,53,9,20,29,karlswi01"
"299,Michael Kesselring,25,UTA,D,82,7,22,29,kessemi01"
"300,Victor Olofsson,29,VEG,RW,56,15,14,29,olofsvi01"
"301,Jeff Skinner,32,EDM,LW,72,16,13,29,skinnje01"
"302,Danton Heinen,29,2TM,C,79,9,20,29,heineda01"
"302,Danton Heinen,29,VAN,C,51,6,12,18,heineda01"
"302,Danton Heinen,29,PIT,C,28,3,8,11,heineda01"
"303,Marcus Pettersson,28,2TM,D,78,4,25,29,pettema01"
"303,Marcus Pettersson,28,PIT,D,47,3,15,18,pettema01"
"303,Marcus Pettersson,28,VAN,D,31,1,10,11,pettema01"
"304,Zach Benson,19,BUF,LW,75,10,18,28,bensoza01"
"305,Alexander Kerfoot,30,UTA,C,81,11,17,28,kerfoal01"
"306,Peyton Krebs,24,BUF,C,81,10,18,28,krebspe01"
"307,Adam Larsson,32,SEA,D,82,7,21,28,larssad01"
"308,Andrew Mangiapane,28,WSH,LW,81,14,14,28,mangian01"
"309,Dmitry Orlov,33,CAR,D,76,6,22,28,orlovdm01"
"310,Ondřej Palát,33,NJD,LW,77,15,13,28,palaton01"
"311,Jordan Spence,23,LAK,D,79,4,24,28,spencjo01"
"312,Kevin Stenlund,28,UTA,C,82,14,14,28,stenlke01"
"313,Gustav Nyquist,35,2TM,RW,79,11,17,28,nyquigu01"
"313,Gustav Nyquist,35,NSH,RW,57,9,12,21,nyquigu01"
"313,Gustav Nyquist,35,MIN,RW,22,2,5,7,nyquigu01"
"314,Michael Amadio,28,OTT,C,72,11,16,27,amadimi01"
"315,Josh Anderson,30,MTL,RW,81,15,12,27,anderjo05"
"316,Viktor Arvidsson,31,EDM,LW,67,15,12,27,arvidvi01"
"317,Nic Dowd,34,WSH,C,82,14,13,27,dowdni01"
"318,Adam Henrique,34,EDM,C,81,12,15,27,henriad01"
"319,Jack McBain,25,UTA,C,82,13,14,27,mcbaija03"
"320,K'Andre Miller,25,NYR,D,74,7,20,27,milleka01"
"321,Tanner Pearson,32,VEG,LW,78,12,15,27,pearsta01"
"322,Taylor Raddysh,26,WSH,RW,80,7,20,27,raddyta01"
"323,Jaccob Slavin,30,CAR,D,80,6,21,27,slavija01"
"324,Connor Zary,23,CGY,C,54,13,14,27,zaryco01"
"325,Teddy Blueger,30,VAN,C,82,8,18,26,bluegte01"
"326,Jordan Eberle,34,SEA,RW,42,9,17,26,eberljo01"
"327,Dante Fabbro,26,2TM,D,68,9,17,26,fabbrda01"
"327,Dante Fabbro,26,NSH,D,6,0,0,0,fabbrda01"
"327,Dante Fabbro,26,CBJ,D,62,9,17,26,fabbrda01"
"328,Adam Gaudette,28,OTT,C,81,19,7,26,gaudead01"
"329,Ryan Hartman,30,MIN,RW,69,11,15,26,hartmry01"
"330,Esa Lindell,30,DAL,D,80,5,21,26,lindees01"
"331,Frank Nazar,21,CHI,C,53,12,14,26,nazarfr01"
"332,Alex Newhook,24,MTL,C,82,15,11,26,newhoal01"
"333,Filip Chytil,25,2TM,C,56,13,13,26,chytifi01"
"333,Filip Chytil,25,NYR,C,41,11,9,20,chytifi01"
"333,Filip Chytil,25,VAN,C,15,2,4,6,chytifi01"
"334,Mavrik Bourque,23,DAL,C,73,11,14,25,bourqma01"
"335,Ryker Evans,23,SEA,D,73,5,20,25,evansry01"
